日時,レース名,グレード,着順,馬名,年齢,騎手,調教師
2021年1月10日,日刊スポーツ賞シンザン記念,GⅢ,13,ファルヴォーレ,牡3,吉田 隼人,高橋 義忠
2021年1月10日,日刊スポーツ賞シンザン記念,GⅢ,14,カスティーリャ,牡3,松山 弘平,橋口 慎介
2021年1月10日,日刊スポーツ賞シンザン記念,GⅢ,15,ロードマックス,牡3,岩田 望来,藤原 英昭
2021年1月11日,フェアリーステークス,GⅢ,1,ファインルージュ,牝3,C.ルメール,木村 哲也
2021年1月11日,フェアリーステークス,GⅢ,2,ホウオウイクセル,牝3,丸田 恭介,高柳 瑞樹
2021年1月11日,フェアリーステークス,GⅢ,3,ベッラノーヴァ,牝3,丸山 元気,金成 貴史
2021年1月11日,フェアリーステークス,GⅢ,4,テンハッピーローズ,牝3,福永 祐一,高柳 大輔
2021年1月11日,フェアリーステークス,GⅢ,5,ネクストストーリー,牝3,杉原 誠人,中川 公成
2021年1月11日,フェアリーステークス,GⅢ,6,タイニーロマンス,牝3,内田 博幸,金成 貴史
2021年1月11日,フェアリーステークス,GⅢ,7,ニシノエルサ,牝3,勝浦 正樹,中野 栄治
2021年1月11日,フェアリーステークス,GⅢ,8,アトミックフレア,牝3,酒井 学,渡辺 薫彦
2021年1月11日,フェアリーステークス,GⅢ,9,シャドウファックス,牝3,大野 拓弥,宮田 敬介
2021年1月11日,フェアリーステークス,GⅢ,10,クールキャット,牝3,津村 明秀,奥村 武
2021年1月11日,フェアリーステークス,GⅢ,11,ラストリージョ,牝3,柴田 大知,蛯名 利弘
2021年1月11日,フェアリーステークス,GⅢ,12,オプティミスモ,牝3,藤井 勘一郎,石坂 公一
2021年1月11日,フェアリーステークス,GⅢ,13,プリティインピンク,牝3,山田 敬士,小手川 準
2021年1月11日,フェアリーステークス,GⅢ,14,グロリユーノワール,牝3,野中 悠太郎,清水 英克
2021年1月11日,フェアリーステークス,GⅢ,15,カラパタール,牝3,横山 武史,池上 昌和
2021年1月11日,フェアリーステークス,GⅢ,16,ビップエレナ,牝3,菊沢 一樹,田島 俊明
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,1,マジックキャッスル,牝4,戸崎 圭太,国枝 栄
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,2,ランブリングアレー,牝5,福永 祐一,友道 康夫
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,3,ウラヌスチャーム,牝6,岩田 康誠,斎藤 誠
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,4,アブレイズ,牝4,藤井 勘一郎,池江 泰寿
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,5,サトノガーネット,牝6,坂井 瑠星,矢作 芳人
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,6,デンコウアンジュ,牝8,柴田 善臣,荒川 義之
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,7,サトノダムゼル,牝5,川田 将雅,堀 宣行
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,8,カセドラルベル,牝5,松山 弘平,西村 真幸
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,9,シゲルピンクダイヤ,牝5,和田 竜二,渡辺 薫彦
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,10,ディアンドル,牝5,池添 謙一,奥村 豊
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,11,センテリュオ,牝6,C.ルメール,高野 友和
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,12,レッドアステル,牝5,武 豊,国枝 栄
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,13,ドナウデルタ,牝5,岩田 望来,石坂 正
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,14,ウインマイティー,牝4,松若 風馬,五十嵐 忠男
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,15,リンディーホップ,牝6,武藤 雅,金成 貴史
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,16,サマーセント,牝5,幸 英明,斉藤 崇史
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,17,ナルハヤ,牝7,藤田 菜七子,梅田 智之
2021年1月16日,農林水産省賞典 愛知杯,GⅢ,18,タガノアスワド,牝7,北村 友一,五十嵐 忠男
2021年1月17日,京成杯,GⅢ,1,グラティアス,牡3,C.ルメール,加藤 征弘
2021年1月17日,京成杯,GⅢ,2,タイムトゥヘヴン,牡3,M.デムーロ,戸田 博文
2021年1月17日,京成杯,GⅢ,3,テンバガー,牡3,戸崎 圭太,藤岡 健一
2021年1月17日,京成杯,GⅢ,4,ヴァイスメテオール,牡3,丸山 元気,木村 哲也
2021年1月17日,京成杯,GⅢ,5,プラチナトレジャー,牡3,田辺 裕信,国枝 栄
2021年1月17日,京成杯,GⅢ,6,タイソウ,牡3,石橋 脩,西園 正都
2021年1月17日,京成杯,GⅢ,7,エイカイファントム,牡3,岩田 望来,藤原 英昭
2021年1月17日,京成杯,GⅢ,8,アクセル,牡3,横山 武史,武 幸四郎
2021年1月17日,京成杯,GⅢ,9,タケルジャック,牡3,北村 宏司,清水 久詞
2021年1月17日,京成杯,GⅢ,10,ラカン,牡3,津村 明秀,武市 康男
2021年1月17日,京成杯,GⅢ,11,ブラックロータス,牡3,三浦 皇成,金成 貴史
2021年1月17日,京成杯,GⅢ,12,ディクテイター,牡3,北村 友一,斉藤 崇史
2021年1月17日,日経新春杯,GⅡ,1,ショウリュウイクゾ,牡5,団野 大成,佐々木 晶三
2021年1月17日,日経新春杯,GⅡ,2,ミスマンマミーア,牝6,松若 風馬,寺島 良
2021年1月17日,日経新春杯,GⅡ,3,クラージュゲリエ,牡5,福永 祐一,池江 泰寿
2021年1月17日,日経新春杯,GⅡ,4,サンレイポケット,牡6,荻野 極,高橋 義忠
2021年1月17日,日経新春杯,GⅡ,5,サトノソルタス,牡6,池添 謙一,堀 宣行
2021年1月17日,日経新春杯,GⅡ,6,レイホーロマンス,牝8,高倉 稜,橋田 満
2021年1月17日,日経新春杯,GⅡ,7,サトノインプレッサ,牡4,坂井 瑠星,矢作 芳人
2021年1月17日,日経新春杯,GⅡ,8,ワセダインブルー,牡6,大野 拓弥,池上 昌和
2021年1月17日,日経新春杯,GⅡ,9,ヴェロックス,牡5,川田 将雅,中内田 充正
2021年1月17日,日経新春杯,GⅡ,10,アドマイヤビルゴ,牡4,武 豊,友道 康夫
2021年1月17日,日経新春杯,GⅡ,11,ロサグラウカ,牝6,荻野 琢真,尾関 知人
2021年1月17日,日経新春杯,GⅡ,12,ダイワキャグニー,せん7,内田 博幸,菊沢 隆徳
2021年1月17日,日経新春杯,GⅡ,13,エアウィンザー,せん7,高田 潤,角居 勝彦
2021年1月17日,日経新春杯,GⅡ,14,バレリオ,牡6,和田 竜二,相沢 郁
2021年1月17日,日経新春杯,GⅡ,15,レクセランス,牡4,西村 淳也,池添 学
2021年1月17日,日経新春杯,GⅡ,16,ミスディレクション,せん7,太宰 啓介,武 幸四郎
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,1,アリストテレス,牡4,C.ルメール,音無 秀孝
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,2,ヴェルトライゼンデ,牡4,池添 謙一,池江 泰寿
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,3,ラストドラフト,牡5,三浦 皇成,戸田 博文
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,4,ステイフーリッシュ,牡6,石橋 脩,矢作 芳人
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,5,モズベッロ,牡5,北村 宏司,森田 直行
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,6,ウインマリリン,牝4,横山 武史,手塚 貴久
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,7,ジャコマル,牡7,田中 勝春,松永 幹夫
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,8,ナイママ,牡5,柴田 大知,武藤 善則
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,9,タガノディアマンテ,牡5,津村 明秀,鮫島 一歩
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,10,サンアップルトン,牡5,柴田 善臣,中野 栄治
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,11,サトノフラッグ,牡4,戸崎 圭太,国枝 栄
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,12,ベストアプローチ,せん7,江田 照男,小島 茂之
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,13,ノーブルマーズ,牡8,高倉 稜,宮本 博
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,14,マイネルハニー,牡8,宮崎 北斗,栗田 徹
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,15,ジェネラーレウーノ,牡6,武藤 雅,矢野 英一
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,16,ソッサスブレイ,牡7,木幡 巧也,粕谷 昌央
2021年1月24日,アメリカジョッキークラブカップ,GⅡ,17,ランフォザローゼス,牡5,杉原 誠人,藤沢 和雄
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,1,オーヴェルニュ,牡5,川田 将雅,西村 真幸
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,2,アナザートゥルース,せん7,松山 弘平,高木 登
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,3,メモリーコウ,牝6,古川 吉洋,松永 幹夫
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,4,デュードヴァン,牡4,幸 英明,加藤 征弘
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,5,グレートタイム,牡6,福永 祐一,藤原 英昭
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,6,ハヤヤッコ,牡5,田辺 裕信,国枝 栄
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,7,ケイアイパープル,牡5,中井 裕二,村山 明
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,8,タイキフェルヴール,牡6,内田 博幸,牧浦 充徳
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,9,ダノンスプレンダー,牡5,岩田 康誠,安田 隆行
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,10,コマビショウ,牡6,松若 風馬,南井 克巳
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,11,テーオーフォース,牡6,国分 恭介,岡田 稲男
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,12,インティ,牡7,武 豊,野中 賢二
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,13,ムイトオブリガード,牡7,北村 友一,角田 晃一
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,14,ダイシンインディー,牡5,岩田 望来,戸田 博文
2021年1月24日,東海テレビ杯東海ステークス,GⅡ,15,ロードアクシス,牡6,和田 竜二,奥村 豊
2021年1月31日,根岸ステークス,GⅢ,1,レッドルゼル,牡5,川田 将雅,安田 隆行
2021年1月31日,根岸ステークス,GⅢ,2,ワンダーリーデル,牡8,田中 勝春,安田 翔伍
2021年1月31日,根岸ステークス,GⅢ,3,タイムフライヤー,牡6,C.ルメール,松田 国英
2021年1月31日,根岸ステークス,GⅢ,4,アルクトス,牡6,田辺 裕信,栗田 徹
2021年1月31日,根岸ステークス,GⅢ,5,ブルベアイリーデ,牡5,大野 拓弥,杉山 晴紀
2021年1月31日,根岸ステークス,GⅢ,6,ヤマニンアンプリメ,牝7,武 豊,長谷川 浩大
2021年1月31日,根岸ステークス,GⅢ,7,デザートストーム,牡7,三浦 皇成,西浦 勝一
2021年1月31日,根岸ステークス,GⅢ,8,ヘリオス,せん5,北村 宏司,寺島 良
2021年1月31日,根岸ステークス,GⅢ,9,サブノジュニア,牡7,森 泰斗,堀 千亜樹
2021年1月31日,根岸ステークス,GⅢ,10,ステルヴィオ,牡6,横山 武史,木村 哲也
2021年1月31日,根岸ステークス,GⅢ,11,スマートダンディー,牡7,内田 博幸,石橋 守
2021年1月31日,根岸ステークス,GⅢ,12,サクセスエナジー,牡7,酒井 学,北出 成人
2021年1月31日,根岸ステークス,GⅢ,13,テイエムサウスダン,牡4,石橋 脩,飯田 雄三
2021年1月31日,根岸ステークス,GⅢ,14,ダイメイフジ,牡7,柴田 大知,森田 直行
